epoch,train_acc,test_acc
0,5.6000000000000005,5.666666666666666
1,23.066666666666666,20.666666666666668
2,27.6,20.666666666666668
3,29.333333333333332,24.0
4,30.599999999999998,23.666666666666668
5,31.466666666666665,24.666666666666668
6,31.8,24.333333333333336
7,32.13333333333333,25.0
8,32.666666666666664,26.0
9,33.53333333333333,26.333333333333332
10,33.53333333333333,27.0
11,33.93333333333333,26.666666666666668
12,34.4,27.0
13,34.333333333333336,26.666666666666668
14,34.86666666666667,27.0
15,35.266666666666666,27.333333333333332
16,35.66666666666667,26.666666666666668
17,36.13333333333333,26.666666666666668
18,36.53333333333333,27.0
19,37.0,27.333333333333332
20,37.0,27.333333333333332
21,37.06666666666666,27.666666666666668
22,37.13333333333333,27.333333333333332
23,37.6,27.333333333333332
24,37.666666666666664,27.333333333333332
25,37.93333333333334,26.666666666666668
26,38.333333333333336,26.666666666666668
27,38.800000000000004,27.0
28,38.86666666666667,27.0
29,39.0,27.0
30,39.13333333333333,26.666666666666668
31,39.33333333333333,27.0
32,39.46666666666667,27.333333333333332
33,39.666666666666664,27.333333333333332
34,39.733333333333334,27.0
35,39.93333333333333,27.0
36,40.2,27.333333333333332
37,40.33333333333333,27.666666666666668
38,40.46666666666667,27.666666666666668
39,40.6,27.333333333333332
40,40.733333333333334,27.0
41,40.93333333333333,27.0
42,41.13333333333333,27.333333333333332
43,41.199999999999996,27.333333333333332
44,41.13333333333333,27.333333333333332
45,41.333333333333336,27.666666666666668
46,41.4,27.666666666666668
47,41.46666666666667,27.666666666666668
48,41.733333333333334,27.666666666666668
49,41.86666666666667,27.666666666666668
