epoch,train_acc,test_acc
0,6.7333333333333325,5.333333333333334
1,10.133333333333333,9.0
2,13.133333333333333,11.666666666666666
3,14.466666666666667,16.0
4,16.066666666666666,16.333333333333332
5,17.466666666666665,17.333333333333336
6,18.333333333333332,17.666666666666668
7,18.8,18.333333333333332
8,18.866666666666667,19.0
9,19.066666666666666,19.0
10,19.8,18.333333333333332
11,19.933333333333334,18.333333333333332
12,19.8,18.0
13,20.0,18.666666666666668
14,19.933333333333334,19.0
15,20.133333333333333,19.0
16,20.133333333333333,19.333333333333332
17,20.200000000000003,19.333333333333332
18,20.266666666666666,19.0
19,20.266666666666666,18.666666666666668
20,20.333333333333332,18.333333333333332
21,20.333333333333332,18.333333333333332
22,20.200000000000003,18.0
23,20.4,18.0
24,20.200000000000003,18.0
25,20.066666666666666,18.0
26,20.266666666666666,18.0
27,20.333333333333332,17.666666666666668
28,20.466666666666665,17.666666666666668
29,20.733333333333334,17.666666666666668
30,20.733333333333334,18.0
31,20.599999999999998,18.666666666666668
32,20.599999999999998,18.666666666666668
33,20.666666666666668,19.0
34,20.8,19.0
35,20.8,19.0
36,21.2,19.0
37,21.333333333333336,20.0
38,21.4,20.0
39,21.53333333333333,20.0
40,21.53333333333333,20.333333333333332
41,21.53333333333333,20.333333333333332
42,21.666666666666668,20.333333333333332
43,21.666666666666668,20.333333333333332
44,21.666666666666668,20.333333333333332
45,21.8,20.666666666666668
46,21.933333333333334,21.0
47,22.0,21.0
48,22.066666666666666,21.333333333333336
49,22.400000000000002,21.0
