epoch,train_acc,test_acc
0,8.666666666666668,13.666666666666666
1,83.13333333333334,78.66666666666666
2,85.73333333333333,80.33333333333333
3,87.4,81.0
4,88.4,82.33333333333334
5,89.66666666666666,82.66666666666667
6,90.06666666666666,83.33333333333334
7,90.8,83.33333333333334
8,91.26666666666667,83.33333333333334
9,91.93333333333334,83.33333333333334
10,92.33333333333333,83.33333333333334
11,92.4,83.33333333333334
12,92.66666666666666,84.0
13,93.0,84.33333333333334
14,93.2,84.66666666666667
15,93.4,84.66666666666667
16,93.53333333333333,84.66666666666667
17,93.73333333333333,84.66666666666667
18,93.93333333333334,84.66666666666667
19,94.19999999999999,84.66666666666667
20,94.46666666666667,84.66666666666667
21,94.53333333333333,84.66666666666667
22,94.86666666666666,84.66666666666667
23,95.0,84.66666666666667
24,95.0,84.66666666666667
25,95.13333333333334,84.33333333333334
26,95.26666666666667,84.33333333333334
27,95.33333333333334,84.66666666666667
28,95.33333333333334,84.66666666666667
29,95.46666666666667,84.66666666666667
30,95.6,84.66666666666667
31,95.73333333333333,84.66666666666667
32,96.06666666666666,84.33333333333334
33,96.13333333333334,84.33333333333334
34,96.39999999999999,84.66666666666667
35,96.46666666666667,84.66666666666667
36,96.53333333333333,84.66666666666667
37,96.6,84.66666666666667
38,96.6,84.66666666666667
39,96.6,85.0
40,96.73333333333333,85.0
41,96.8,85.0
42,96.86666666666667,85.0
43,96.93333333333334,85.0
44,97.06666666666666,85.0
45,97.13333333333334,85.0
46,97.2,85.0
47,97.2,85.0
48,97.26666666666667,85.0
49,97.26666666666667,85.0
