epoch,train_acc,test_acc
0,7.666666666666666,7.666666666666666
1,41.86666666666667,25.333333333333336
2,45.13333333333333,26.0
3,46.666666666666664,26.666666666666668
4,47.66666666666667,27.0
5,48.13333333333333,27.333333333333332
6,48.8,27.333333333333332
7,48.8,27.333333333333332
8,49.0,28.000000000000004
9,49.2,28.333333333333332
10,49.46666666666666,28.000000000000004
11,49.53333333333333,28.000000000000004
12,49.8,27.666666666666668
13,49.666666666666664,28.333333333333332
14,49.8,28.333333333333332
15,49.8,28.666666666666668
16,49.93333333333334,28.666666666666668
17,49.86666666666667,28.666666666666668
18,49.8,28.666666666666668
19,49.733333333333334,28.333333333333332
20,49.666666666666664,27.666666666666668
21,49.6,27.666666666666668
22,49.6,27.666666666666668
23,49.6,27.666666666666668
24,49.666666666666664,27.666666666666668
25,49.6,27.666666666666668
26,49.733333333333334,27.666666666666668
27,49.86666666666667,27.666666666666668
28,49.86666666666667,27.666666666666668
29,49.8,27.333333333333332
30,49.8,27.333333333333332
31,49.8,27.333333333333332
32,49.8,27.333333333333332
33,49.86666666666667,27.333333333333332
34,49.733333333333334,27.333333333333332
35,49.86666666666667,27.333333333333332
36,49.93333333333334,27.333333333333332
37,49.8,27.333333333333332
38,49.8,27.333333333333332
39,49.86666666666667,27.333333333333332
40,49.93333333333334,27.333333333333332
41,50.0,27.333333333333332
42,49.93333333333334,27.333333333333332
43,49.93333333333334,27.333333333333332
44,49.8,27.333333333333332
45,50.0,27.333333333333332
46,49.93333333333334,27.333333333333332
47,49.8,27.333333333333332
48,49.93333333333334,27.333333333333332
49,49.8,27.333333333333332
