epoch,train_acc,test_acc
0,5.733333333333333,5.333333333333334
1,13.066666666666665,14.000000000000002
2,18.4,18.0
3,18.73333333333333,20.333333333333332
4,18.866666666666667,21.0
5,19.8,20.666666666666668
6,20.4,21.0
7,20.200000000000003,20.333333333333332
8,20.266666666666666,20.0
9,20.4,20.0
10,20.8,20.666666666666668
11,21.4,21.333333333333336
12,21.53333333333333,21.333333333333336
13,21.6,22.0
14,21.73333333333333,21.666666666666668
15,22.133333333333333,22.0
16,22.066666666666666,22.0
17,22.2,22.333333333333332
18,22.53333333333333,21.666666666666668
19,22.733333333333334,22.0
20,22.8,21.666666666666668
21,22.933333333333334,21.666666666666668
22,23.0,21.666666666666668
23,23.0,22.0
24,22.866666666666667,21.666666666666668
25,23.066666666666666,21.666666666666668
26,23.133333333333333,21.666666666666668
27,23.133333333333333,21.666666666666668
28,23.133333333333333,21.666666666666668
29,23.200000000000003,21.666666666666668
30,23.200000000000003,21.666666666666668
31,23.200000000000003,21.333333333333336
32,23.333333333333332,21.333333333333336
33,23.333333333333332,21.333333333333336
34,23.266666666666666,21.333333333333336
35,23.266666666666666,21.333333333333336
36,23.400000000000002,21.333333333333336
37,23.400000000000002,21.333333333333336
38,23.400000000000002,20.666666666666668
39,23.266666666666666,20.666666666666668
40,23.266666666666666,20.666666666666668
41,23.266666666666666,20.666666666666668
42,23.400000000000002,20.666666666666668
43,23.333333333333332,20.666666666666668
44,23.400000000000002,21.0
45,23.400000000000002,21.0
46,23.400000000000002,21.333333333333336
47,23.533333333333335,21.333333333333336
48,23.533333333333335,21.333333333333336
49,23.666666666666668,21.333333333333336
