epoch,train_acc,test_acc
0,6.266666666666667,6.0
1,22.666666666666664,18.666666666666668
2,27.266666666666666,21.333333333333336
3,30.133333333333333,22.666666666666664
4,32.06666666666666,24.666666666666668
5,33.266666666666666,24.333333333333336
6,34.266666666666666,25.333333333333336
7,35.0,25.0
8,35.66666666666667,25.333333333333336
9,36.266666666666666,25.666666666666664
10,36.4,26.666666666666668
11,37.0,27.0
12,37.666666666666664,26.666666666666668
13,38.13333333333333,26.666666666666668
14,38.4,26.333333333333332
15,38.333333333333336,26.333333333333332
16,38.733333333333334,26.333333333333332
17,38.733333333333334,26.0
18,39.0,25.333333333333336
19,39.2,25.333333333333336
20,39.4,25.333333333333336
21,39.666666666666664,25.333333333333336
22,39.800000000000004,26.0
23,40.13333333333333,26.0
24,40.400000000000006,25.666666666666664
25,40.53333333333333,26.0
26,40.733333333333334,25.666666666666664
27,41.0,25.666666666666664
28,41.266666666666666,25.333333333333336
29,41.46666666666667,25.333333333333336
30,41.53333333333333,26.0
31,41.733333333333334,26.0
32,42.0,26.0
33,42.13333333333333,26.0
34,42.06666666666667,26.0
35,42.06666666666667,26.333333333333332
36,42.13333333333333,26.333333333333332
37,42.13333333333333,26.333333333333332
38,42.199999999999996,26.666666666666668
39,42.199999999999996,26.666666666666668
40,42.266666666666666,26.666666666666668
41,42.4,26.666666666666668
42,42.733333333333334,27.0
43,43.06666666666666,27.0
44,43.2,27.0
45,43.266666666666666,27.0
46,43.266666666666666,27.333333333333332
47,43.266666666666666,27.333333333333332
48,43.333333333333336,27.333333333333332
49,43.333333333333336,27.333333333333332
